3, 0
45, 0
50, 0
55, 0
60, 1
65, 1
70, 3
75, 4
80, 5
85, 7
90, 9
95, 11
100, 13
105, 15
110, 18
115, 20
120, 23
125, 26
130, 29
135, 32
140, 35
145, 38
150, 41
155, 44
164, 50
169, 53
174, 55
179, 58
184, 61
189, 65
194, 68
199, 71
204, 75
209, 78
214, 82
219, 86
224, 89
229, 93
234, 96
239, 98
244, 101
249, 105
254, 108
259, 110
264, 113
269, 116
274, 120
279, 123
284, 125
289, 128
294, 131
303, 138
308, 141
313, 143
318, 146
323, 150
328, 154
333, 156
338, 158
343, 162
348, 165
353, 166
358, 170
363, 173
368, 174
373, 178
378, 181
383, 183
388, 187
393, 190
398, 192
403, 195
408, 199
413, 202
418, 205
423, 208
428, 212
437, 218
443, 221
448, 222
453, 226
458, 229
463, 231
468, 232
473, 235
478, 238
483, 240
488, 241
493, 244
498, 247
503, 249
508, 252
513, 254
518, 255
523, 257
528, 260
533, 263
538, 265
543, 267
548, 270
553, 272
558, 273
567, 278
572, 281
577, 283
582, 284
587, 287
592, 290
597, 291
602, 292
607, 295
612, 297
617, 298
622, 301
627, 304
632, 305
637, 307
642, 310
647, 312
652, 314
657, 317
662, 319
667, 320
672, 323
677, 325
682, 326
687, 329
692, 331
701, 335
706, 337
711, 338
716, 340
721, 343
726, 346
731, 347
736, 349
741, 352
746, 354
751, 355
756, 358
761, 360
766, 361
771, 362
776, 364
781, 367
786, 369
791, 370
796, 371
801, 373
806, 376
811, 377
816, 377
821, 380
826, 382
835, 385
840, 386
845, 388
850, 390
855, 391
860, 391
865, 394
870, 396
875, 398
880, 400
885, 402
890, 404
895, 406
900, 407
905, 408
910, 409
915, 411
920, 413
925, 415
930, 416
935, 416
940, 418
945, 420
950, 421
955, 421
964, 425
969, 427
974, 429
979, 430
984, 432
989, 434
994, 435
999, 436
1004, 438
1009, 440
1014, 441
1019, 442
1024, 444
1029, 446
1034, 448
1039, 450
1044, 452
1049, 453
1054, 454
1059, 456
1064, 457
1069, 457
1074, 459
1079, 461
1088, 464
1093, 464
1098, 465
1103, 467
1108, 469
1113, 470
1118, 471
1123, 473
1128, 476
1133, 478
1138, 480
1143, 482
1148, 483
1153, 484
1158, 486
1163, 487
1168, 487
1173, 489
1178, 491
1183, 492
1188, 492
1193, 494
1198, 496
1203, 497
1212, 500
1217, 501
1222, 502
1227, 503
1232, 504
1237, 504
1242, 505
1247, 506
1252, 507
1257, 508
1262, 509
1267, 509
1272, 510
1277, 511
1282, 512
1287, 513
1292, 515
1297, 516
1302, 517
1307, 518
1312, 518
1317, 519
1322, 520
1331, 522
1336, 523
1341, 523
1346, 524
1351, 525
1356, 525
1361, 526
1366, 528
1371, 529
1376, 529
1381, 529
1386, 530
1391, 532
1396, 533
1401, 534
1406, 535
1411, 536
1416, 537
1421, 538
1426, 539
1431, 539
1436, 540
1441, 541
1450, 543
1455, 544
1460, 544
1465, 544
1470, 545
1475, 547
1480, 548
1485, 548
1490, 549
1495, 550
1500, 551
1505, 552
1510, 553
1515, 554
1520, 555
1525, 555
1530, 555
1535, 556
1540, 558
1545, 559
1550, 559
1555, 559
1560, 560
1569, 563
1574, 565
1579, 566
1584, 568
1589, 568
1594, 569
1599, 570
1604, 571
1609, 572
1614, 573
1619, 574
1624, 574
1629, 575
1634, 576
1639, 577
1644, 578
1649, 579
1654, 580
1659, 580
1664, 581
1669, 582
1674, 582
1679, 582
1684, 584
1693, 586
1698, 588
1703, 588
1708, 589
1713, 591
1718, 593
1723, 594
1728, 595
1733, 596
1738, 596
1743, 598
1748, 599
1753, 600
1758, 601
1763, 601
1768, 602
1773, 603
1778, 605
1783, 606
1788, 607
1793, 608
1798, 609
1803, 610
1812, 612
1817, 612
1822, 613
1827, 614
1832, 615
1837, 615
1842, 615
1847, 617
1852, 618
1857, 620
1862, 621
1867, 623
1872, 624
1877, 624
1882, 625
